style_label,font_label,img1_path,img2_path,original_index
0,1,../data/dataset_new/data_complicated/img1_2277.png,../data/dataset_new/data_complicated/img2_2277.png,735
0,0,../data/dataset_new/data_complicated/img1_2784.png,../data/dataset_new/data_complicated/img2_2784.png,736
1,1,../data/dataset_new/data_complicated/img1_467.png,../data/dataset_new/data_complicated/img2_467.png,737
1,1,../data/dataset_new/data_complicated/img1_2245.png,../data/dataset_new/data_complicated/img2_2245.png,738
1,1,../data/dataset_new/data_complicated/img1_1039.png,../data/dataset_new/data_complicated/img2_1039.png,739
0,1,../data/dataset_new/data_complicated/img1_1705.png,../data/dataset_new/data_complicated/img2_1705.png,740
1,1,../data/dataset_new/data_complicated/img1_878.png,../data/dataset_new/data_complicated/img2_878.png,741
1,1,../data/dataset_new/data_complicated/img1_2149.png,../data/dataset_new/data_complicated/img2_2149.png,742
1,1,../data/dataset_new/data_complicated/img1_795.png,../data/dataset_new/data_complicated/img2_795.png,743
1,1,../data/dataset_new/data_complicated/img1_465.png,../data/dataset_new/data_complicated/img2_465.png,744
1,1,../data/dataset_new/data_complicated/img1_4.png,../data/dataset_new/data_complicated/img2_4.png,745
1,1,../data/dataset_new/data_complicated/img1_1944.png,../data/dataset_new/data_complicated/img2_1944.png,746
1,1,../data/dataset_new/data_complicated/img1_2559.png,../data/dataset_new/data_complicated/img2_2559.png,747
1,1,../data/dataset_new/data_complicated/img1_1727.png,../data/dataset_new/data_complicated/img2_1727.png,748
0,1,../data/dataset_new/data_complicated/img1_167.png,../data/dataset_new/data_complicated/img2_167.png,749
1,1,../data/dataset_new/data_complicated/img1_448.png,../data/dataset_new/data_complicated/img2_448.png,750
1,1,../data/dataset_new/data_complicated/img1_895.png,../data/dataset_new/data_complicated/img2_895.png,751
1,1,../data/dataset_new/data_complicated/img1_360.png,../data/dataset_new/data_complicated/img2_360.png,752
1,1,../data/dataset_new/data_complicated/img1_2295.png,../data/dataset_new/data_complicated/img2_2295.png,753
0,1,../data/dataset_new/data_complicated/img1_701.png,../data/dataset_new/data_complicated/img2_701.png,754
1,1,../data/dataset_new/data_complicated/img1_1663.png,../data/dataset_new/data_complicated/img2_1663.png,755
0,0,../data/dataset_new/data_complicated/img1_82.png,../data/dataset_new/data_complicated/img2_82.png,756
0,1,../data/dataset_new/data_complicated/img1_234.png,../data/dataset_new/data_complicated/img2_234.png,757
0,1,../data/dataset_new/data_complicated/img1_653.png,../data/dataset_new/data_complicated/img2_653.png,758
1,1,../data/dataset_new/data_complicated/img1_2645.png,../data/dataset_new/data_complicated/img2_2645.png,759
0,1,../data/dataset_new/data_complicated/img1_1472.png,../data/dataset_new/data_complicated/img2_1472.png,760
1,1,../data/dataset_new/data_complicated/img1_499.png,../data/dataset_new/data_complicated/img2_499.png,761
0,1,../data/dataset_new/data_complicated/img1_801.png,../data/dataset_new/data_complicated/img2_801.png,762
1,1,../data/dataset_new/data_complicated/img1_2932.png,../data/dataset_new/data_complicated/img2_2932.png,763
1,1,../data/dataset_new/data_complicated/img1_1706.png,../data/dataset_new/data_complicated/img2_1706.png,764
0,0,../data/dataset_new/data_complicated/img1_1670.png,../data/dataset_new/data_complicated/img2_1670.png,765
1,1,../data/dataset_new/data_complicated/img1_455.png,../data/dataset_new/data_complicated/img2_455.png,766
0,1,../data/dataset_new/data_complicated/img1_405.png,../data/dataset_new/data_complicated/img2_405.png,767
1,1,../data/dataset_new/data_complicated/img1_2578.png,../data/dataset_new/data_complicated/img2_2578.png,768
0,0,../data/dataset_new/data_complicated/img1_2701.png,../data/dataset_new/data_complicated/img2_2701.png,769
0,1,../data/dataset_new/data_complicated/img1_1904.png,../data/dataset_new/data_complicated/img2_1904.png,770
1,1,../data/dataset_new/data_complicated/img1_2134.png,../data/dataset_new/data_complicated/img2_2134.png,771
0,1,../data/dataset_new/data_complicated/img1_1177.png,../data/dataset_new/data_complicated/img2_1177.png,772
0,0,../data/dataset_new/data_complicated/img1_1324.png,../data/dataset_new/data_complicated/img2_1324.png,773
1,1,../data/dataset_new/data_complicated/img1_2112.png,../data/dataset_new/data_complicated/img2_2112.png,774
1,1,../data/dataset_new/data_complicated/img1_2063.png,../data/dataset_new/data_complicated/img2_2063.png,775
0,1,../data/dataset_new/data_complicated/img1_509.png,../data/dataset_new/data_complicated/img2_509.png,776
1,1,../data/dataset_new/data_complicated/img1_1607.png,../data/dataset_new/data_complicated/img2_1607.png,777
0,0,../data/dataset_new/data_complicated/img1_573.png,../data/dataset_new/data_complicated/img2_573.png,778
1,1,../data/dataset_new/data_complicated/img1_1370.png,../data/dataset_new/data_complicated/img2_1370.png,779
1,1,../data/dataset_new/data_complicated/img1_1313.png,../data/dataset_new/data_complicated/img2_1313.png,780
0,1,../data/dataset_new/data_complicated/img1_568.png,../data/dataset_new/data_complicated/img2_568.png,781
0,1,../data/dataset_new/data_complicated/img1_1738.png,../data/dataset_new/data_complicated/img2_1738.png,782
1,1,../data/dataset_new/data_complicated/img1_2620.png,../data/dataset_new/data_complicated/img2_2620.png,783
1,1,../data/dataset_new/data_complicated/img1_812.png,../data/dataset_new/data_complicated/img2_812.png,784
0,1,../data/dataset_new/data_complicated/img1_1348.png,../data/dataset_new/data_complicated/img2_1348.png,785
1,1,../data/dataset_new/data_complicated/img1_2996.png,../data/dataset_new/data_complicated/img2_2996.png,786
1,1,../data/dataset_new/data_complicated/img1_1029.png,../data/dataset_new/data_complicated/img2_1029.png,787
1,1,../data/dataset_new/data_complicated/img1_1015.png,../data/dataset_new/data_complicated/img2_1015.png,788
1,1,../data/dataset_new/data_complicated/img1_1879.png,../data/dataset_new/data_complicated/img2_1879.png,789
0,1,../data/dataset_new/data_complicated/img1_1828.png,../data/dataset_new/data_complicated/img2_1828.png,790
1,1,../data/dataset_new/data_complicated/img1_2405.png,../data/dataset_new/data_complicated/img2_2405.png,791
0,1,../data/dataset_new/data_complicated/img1_1813.png,../data/dataset_new/data_complicated/img2_1813.png,792
1,1,../data/dataset_new/data_complicated/img1_2494.png,../data/dataset_new/data_complicated/img2_2494.png,793
1,1,../data/dataset_new/data_complicated/img1_1218.png,../data/dataset_new/data_complicated/img2_1218.png,794
1,1,../data/dataset_new/data_complicated/img1_1402.png,../data/dataset_new/data_complicated/img2_1402.png,795
0,0,../data/dataset_new/data_complicated/img1_1720.png,../data/dataset_new/data_complicated/img2_1720.png,796
0,1,../data/dataset_new/data_complicated/img1_1126.png,../data/dataset_new/data_complicated/img2_1126.png,797
1,1,../data/dataset_new/data_complicated/img1_1561.png,../data/dataset_new/data_complicated/img2_1561.png,798
0,0,../data/dataset_new/data_complicated/img1_2680.png,../data/dataset_new/data_complicated/img2_2680.png,799
1,1,../data/dataset_new/data_complicated/img1_1172.png,../data/dataset_new/data_complicated/img2_1172.png,800
1,1,../data/dataset_new/data_complicated/img1_441.png,../data/dataset_new/data_complicated/img2_441.png,801
1,1,../data/dataset_new/data_complicated/img1_882.png,../data/dataset_new/data_complicated/img2_882.png,802
1,1,../data/dataset_new/data_complicated/img1_2471.png,../data/dataset_new/data_complicated/img2_2471.png,803
1,1,../data/dataset_new/data_complicated/img1_2306.png,../data/dataset_new/data_complicated/img2_2306.png,804
0,0,../data/dataset_new/data_complicated/img1_797.png,../data/dataset_new/data_complicated/img2_797.png,805
1,1,../data/dataset_new/data_complicated/img1_470.png,../data/dataset_new/data_complicated/img2_470.png,806
1,1,../data/dataset_new/data_complicated/img1_2456.png,../data/dataset_new/data_complicated/img2_2456.png,807
1,1,../data/dataset_new/data_complicated/img1_2374.png,../data/dataset_new/data_complicated/img2_2374.png,808
1,1,../data/dataset_new/data_complicated/img1_678.png,../data/dataset_new/data_complicated/img2_678.png,809
0,0,../data/dataset_new/data_complicated/img1_690.png,../data/dataset_new/data_complicated/img2_690.png,810
1,1,../data/dataset_new/data_complicated/img1_2369.png,../data/dataset_new/data_complicated/img2_2369.png,811
1,1,../data/dataset_new/data_complicated/img1_2181.png,../data/dataset_new/data_complicated/img2_2181.png,812
0,1,../data/dataset_new/data_complicated/img1_1619.png,../data/dataset_new/data_complicated/img2_1619.png,813
0,0,../data/dataset_new/data_complicated/img1_2733.png,../data/dataset_new/data_complicated/img2_2733.png,814
0,0,../data/dataset_new/data_complicated/img1_2059.png,../data/dataset_new/data_complicated/img2_2059.png,815
1,1,../data/dataset_new/data_complicated/img1_1501.png,../data/dataset_new/data_complicated/img2_1501.png,816
1,1,../data/dataset_new/data_complicated/img1_2120.png,../data/dataset_new/data_complicated/img2_2120.png,817
0,1,../data/dataset_new/data_complicated/img1_1908.png,../data/dataset_new/data_complicated/img2_1908.png,818
0,1,../data/dataset_new/data_complicated/img1_1318.png,../data/dataset_new/data_complicated/img2_1318.png,819
0,1,../data/dataset_new/data_complicated/img1_66.png,../data/dataset_new/data_complicated/img2_66.png,820
0,0,../data/dataset_new/data_complicated/img1_1989.png,../data/dataset_new/data_complicated/img2_1989.png,821
0,1,../data/dataset_new/data_complicated/img1_2322.png,../data/dataset_new/data_complicated/img2_2322.png,822
0,0,../data/dataset_new/data_complicated/img1_2477.png,../data/dataset_new/data_complicated/img2_2477.png,823
0,1,../data/dataset_new/data_complicated/img1_775.png,../data/dataset_new/data_complicated/img2_775.png,824
0,0,../data/dataset_new/data_complicated/img1_2012.png,../data/dataset_new/data_complicated/img2_2012.png,825
1,1,../data/dataset_new/data_complicated/img1_2352.png,../data/dataset_new/data_complicated/img2_2352.png,826
0,1,../data/dataset_new/data_complicated/img1_1452.png,../data/dataset_new/data_complicated/img2_1452.png,827
1,1,../data/dataset_new/data_complicated/img1_439.png,../data/dataset_new/data_complicated/img2_439.png,828
0,1,../data/dataset_new/data_complicated/img1_516.png,../data/dataset_new/data_complicated/img2_516.png,829
1,1,../data/dataset_new/data_complicated/img1_641.png,../data/dataset_new/data_complicated/img2_641.png,830
1,1,../data/dataset_new/data_complicated/img1_827.png,../data/dataset_new/data_complicated/img2_827.png,831
1,1,../data/dataset_new/data_complicated/img1_560.png,../data/dataset_new/data_complicated/img2_560.png,832
0,1,../data/dataset_new/data_complicated/img1_1486.png,../data/dataset_new/data_complicated/img2_1486.png,833
1,1,../data/dataset_new/data_complicated/img1_423.png,../data/dataset_new/data_complicated/img2_423.png,834
0,1,../data/dataset_new/data_complicated/img1_871.png,../data/dataset_new/data_complicated/img2_871.png,835
0,0,../data/dataset_new/data_complicated/img1_926.png,../data/dataset_new/data_complicated/img2_926.png,836
0,1,../data/dataset_new/data_complicated/img1_2869.png,../data/dataset_new/data_complicated/img2_2869.png,837
1,1,../data/dataset_new/data_complicated/img1_2426.png,../data/dataset_new/data_complicated/img2_2426.png,838
1,1,../data/dataset_new/data_complicated/img1_2491.png,../data/dataset_new/data_complicated/img2_2491.png,839
1,1,../data/dataset_new/data_complicated/img1_2413.png,../data/dataset_new/data_complicated/img2_2413.png,840
0,0,../data/dataset_new/data_complicated/img1_2844.png,../data/dataset_new/data_complicated/img2_2844.png,841
0,1,../data/dataset_new/data_complicated/img1_767.png,../data/dataset_new/data_complicated/img2_767.png,842
0,0,../data/dataset_new/data_complicated/img1_1065.png,../data/dataset_new/data_complicated/img2_1065.png,843
0,1,../data/dataset_new/data_complicated/img1_35.png,../data/dataset_new/data_complicated/img2_35.png,844
1,1,../data/dataset_new/data_complicated/img1_2904.png,../data/dataset_new/data_complicated/img2_2904.png,845
1,1,../data/dataset_new/data_complicated/img1_1477.png,../data/dataset_new/data_complicated/img2_1477.png,846
0,1,../data/dataset_new/data_complicated/img1_2890.png,../data/dataset_new/data_complicated/img2_2890.png,847
0,1,../data/dataset_new/data_complicated/img1_1795.png,../data/dataset_new/data_complicated/img2_1795.png,848
1,1,../data/dataset_new/data_complicated/img1_1265.png,../data/dataset_new/data_complicated/img2_1265.png,849
0,1,../data/dataset_new/data_complicated/img1_2041.png,../data/dataset_new/data_complicated/img2_2041.png,850
1,1,../data/dataset_new/data_complicated/img1_1689.png,../data/dataset_new/data_complicated/img2_1689.png,851
1,1,../data/dataset_new/data_complicated/img1_530.png,../data/dataset_new/data_complicated/img2_530.png,852
1,1,../data/dataset_new/data_complicated/img1_301.png,../data/dataset_new/data_complicated/img2_301.png,853
0,1,../data/dataset_new/data_complicated/img1_1825.png,../data/dataset_new/data_complicated/img2_1825.png,854
0,1,../data/dataset_new/data_complicated/img1_246.png,../data/dataset_new/data_complicated/img2_246.png,855
1,1,../data/dataset_new/data_complicated/img1_2899.png,../data/dataset_new/data_complicated/img2_2899.png,856
0,0,../data/dataset_new/data_complicated/img1_1099.png,../data/dataset_new/data_complicated/img2_1099.png,857
1,1,../data/dataset_new/data_complicated/img1_1358.png,../data/dataset_new/data_complicated/img2_1358.png,858
1,1,../data/dataset_new/data_complicated/img1_1194.png,../data/dataset_new/data_complicated/img2_1194.png,859
0,1,../data/dataset_new/data_complicated/img1_2348.png,../data/dataset_new/data_complicated/img2_2348.png,860
1,1,../data/dataset_new/data_complicated/img1_390.png,../data/dataset_new/data_complicated/img2_390.png,861
0,1,../data/dataset_new/data_complicated/img1_288.png,../data/dataset_new/data_complicated/img2_288.png,862
0,0,../data/dataset_new/data_complicated/img1_2408.png,../data/dataset_new/data_complicated/img2_2408.png,863
1,1,../data/dataset_new/data_complicated/img1_1046.png,../data/dataset_new/data_complicated/img2_1046.png,864
0,1,../data/dataset_new/data_complicated/img1_2745.png,../data/dataset_new/data_complicated/img2_2745.png,865
0,1,../data/dataset_new/data_complicated/img1_2215.png,../data/dataset_new/data_complicated/img2_2215.png,866
0,1,../data/dataset_new/data_complicated/img1_1624.png,../data/dataset_new/data_complicated/img2_1624.png,867
0,0,../data/dataset_new/data_complicated/img1_2292.png,../data/dataset_new/data_complicated/img2_2292.png,868
0,0,../data/dataset_new/data_complicated/img1_1094.png,../data/dataset_new/data_complicated/img2_1094.png,869
0,0,../data/dataset_new/data_complicated/img1_436.png,../data/dataset_new/data_complicated/img2_436.png,870
1,1,../data/dataset_new/data_complicated/img1_625.png,../data/dataset_new/data_complicated/img2_625.png,871
0,0,../data/dataset_new/data_complicated/img1_517.png,../data/dataset_new/data_complicated/img2_517.png,872
0,1,../data/dataset_new/data_complicated/img1_589.png,../data/dataset_new/data_complicated/img2_589.png,873
1,1,../data/dataset_new/data_complicated/img1_551.png,../data/dataset_new/data_complicated/img2_551.png,874
0,0,../data/dataset_new/data_complicated/img1_1424.png,../data/dataset_new/data_complicated/img2_1424.png,875
0,1,../data/dataset_new/data_complicated/img1_2759.png,../data/dataset_new/data_complicated/img2_2759.png,876
0,1,../data/dataset_new/data_complicated/img1_2265.png,../data/dataset_new/data_complicated/img2_2265.png,877
0,1,../data/dataset_new/data_complicated/img1_418.png,../data/dataset_new/data_complicated/img2_418.png,878
0,0,../data/dataset_new/data_complicated/img1_2393.png,../data/dataset_new/data_complicated/img2_2393.png,879
1,1,../data/dataset_new/data_complicated/img1_1290.png,../data/dataset_new/data_complicated/img2_1290.png,880
0,0,../data/dataset_new/data_complicated/img1_387.png,../data/dataset_new/data_complicated/img2_387.png,881
0,0,../data/dataset_new/data_complicated/img1_2135.png,../data/dataset_new/data_complicated/img2_2135.png,882
0,0,../data/dataset_new/data_complicated/img1_660.png,../data/dataset_new/data_complicated/img2_660.png,883
1,1,../data/dataset_new/data_complicated/img1_599.png,../data/dataset_new/data_complicated/img2_599.png,884
0,0,../data/dataset_new/data_complicated/img1_2728.png,../data/dataset_new/data_complicated/img2_2728.png,885
0,0,../data/dataset_new/data_complicated/img1_2685.png,../data/dataset_new/data_complicated/img2_2685.png,886
0,1,../data/dataset_new/data_complicated/img1_1918.png,../data/dataset_new/data_complicated/img2_1918.png,887
0,0,../data/dataset_new/data_complicated/img1_1878.png,../data/dataset_new/data_complicated/img2_1878.png,888
0,1,../data/dataset_new/data_complicated/img1_2855.png,../data/dataset_new/data_complicated/img2_2855.png,889
1,1,../data/dataset_new/data_complicated/img1_686.png,../data/dataset_new/data_complicated/img2_686.png,890
1,1,../data/dataset_new/data_complicated/img1_283.png,../data/dataset_new/data_complicated/img2_283.png,891
1,1,../data/dataset_new/data_complicated/img1_2948.png,../data/dataset_new/data_complicated/img2_2948.png,892
0,1,../data/dataset_new/data_complicated/img1_1984.png,../data/dataset_new/data_complicated/img2_1984.png,893
0,0,../data/dataset_new/data_complicated/img1_675.png,../data/dataset_new/data_complicated/img2_675.png,894
0,1,../data/dataset_new/data_complicated/img1_145.png,../data/dataset_new/data_complicated/img2_145.png,895
0,0,../data/dataset_new/data_complicated/img1_1961.png,../data/dataset_new/data_complicated/img2_1961.png,896
1,1,../data/dataset_new/data_complicated/img1_201.png,../data/dataset_new/data_complicated/img2_201.png,897
0,1,../data/dataset_new/data_complicated/img1_1491.png,../data/dataset_new/data_complicated/img2_1491.png,898
1,1,../data/dataset_new/data_complicated/img1_497.png,../data/dataset_new/data_complicated/img2_497.png,899
0,1,../data/dataset_new/data_complicated/img1_1322.png,../data/dataset_new/data_complicated/img2_1322.png,900
1,1,../data/dataset_new/data_complicated/img1_682.png,../data/dataset_new/data_complicated/img2_682.png,901
1,1,../data/dataset_new/data_complicated/img1_1956.png,../data/dataset_new/data_complicated/img2_1956.png,902
0,1,../data/dataset_new/data_complicated/img1_1121.png,../data/dataset_new/data_complicated/img2_1121.png,903
0,1,../data/dataset_new/data_complicated/img1_579.png,../data/dataset_new/data_complicated/img2_579.png,904
1,1,../data/dataset_new/data_complicated/img1_1145.png,../data/dataset_new/data_complicated/img2_1145.png,905
0,0,../data/dataset_new/data_complicated/img1_2288.png,../data/dataset_new/data_complicated/img2_2288.png,906
1,1,../data/dataset_new/data_complicated/img1_2561.png,../data/dataset_new/data_complicated/img2_2561.png,907
1,1,../data/dataset_new/data_complicated/img1_896.png,../data/dataset_new/data_complicated/img2_896.png,908
1,1,../data/dataset_new/data_complicated/img1_1786.png,../data/dataset_new/data_complicated/img2_1786.png,909
1,1,../data/dataset_new/data_complicated/img1_1171.png,../data/dataset_new/data_complicated/img2_1171.png,910
0,0,../data/dataset_new/data_complicated/img1_1277.png,../data/dataset_new/data_complicated/img2_1277.png,911
1,1,../data/dataset_new/data_complicated/img1_681.png,../data/dataset_new/data_complicated/img2_681.png,912
0,1,../data/dataset_new/data_complicated/img1_2793.png,../data/dataset_new/data_complicated/img2_2793.png,913
1,1,../data/dataset_new/data_complicated/img1_1841.png,../data/dataset_new/data_complicated/img2_1841.png,914
0,0,../data/dataset_new/data_complicated/img1_2261.png,../data/dataset_new/data_complicated/img2_2261.png,915
1,1,../data/dataset_new/data_complicated/img1_9.png,../data/dataset_new/data_complicated/img2_9.png,916
1,1,../data/dataset_new/data_complicated/img1_985.png,../data/dataset_new/data_complicated/img2_985.png,917
1,1,../data/dataset_new/data_complicated/img1_2318.png,../data/dataset_new/data_complicated/img2_2318.png,918
0,1,../data/dataset_new/data_complicated/img1_2640.png,../data/dataset_new/data_complicated/img2_2640.png,919
0,1,../data/dataset_new/data_complicated/img1_904.png,../data/dataset_new/data_complicated/img2_904.png,920
1,1,../data/dataset_new/data_complicated/img1_1026.png,../data/dataset_new/data_complicated/img2_1026.png,921
1,1,../data/dataset_new/data_complicated/img1_2223.png,../data/dataset_new/data_complicated/img2_2223.png,922
0,1,../data/dataset_new/data_complicated/img1_1579.png,../data/dataset_new/data_complicated/img2_1579.png,923
0,1,../data/dataset_new/data_complicated/img1_314.png,../data/dataset_new/data_complicated/img2_314.png,924
1,1,../data/dataset_new/data_complicated/img1_1894.png,../data/dataset_new/data_complicated/img2_1894.png,925
1,1,../data/dataset_new/data_complicated/img1_1332.png,../data/dataset_new/data_complicated/img2_1332.png,926
0,1,../data/dataset_new/data_complicated/img1_2511.png,../data/dataset_new/data_complicated/img2_2511.png,927
0,0,../data/dataset_new/data_complicated/img1_890.png,../data/dataset_new/data_complicated/img2_890.png,928
1,1,../data/dataset_new/data_complicated/img1_365.png,../data/dataset_new/data_complicated/img2_365.png,929
0,1,../data/dataset_new/data_complicated/img1_1946.png,../data/dataset_new/data_complicated/img2_1946.png,930
1,1,../data/dataset_new/data_complicated/img1_2320.png,../data/dataset_new/data_complicated/img2_2320.png,931
1,1,../data/dataset_new/data_complicated/img1_2508.png,../data/dataset_new/data_complicated/img2_2508.png,932
1,1,../data/dataset_new/data_complicated/img1_2705.png,../data/dataset_new/data_complicated/img2_2705.png,933
0,1,../data/dataset_new/data_complicated/img1_309.png,../data/dataset_new/data_complicated/img2_309.png,934
1,1,../data/dataset_new/data_complicated/img1_2807.png,../data/dataset_new/data_complicated/img2_2807.png,935
1,1,../data/dataset_new/data_complicated/img1_247.png,../data/dataset_new/data_complicated/img2_247.png,936
0,1,../data/dataset_new/data_complicated/img1_2548.png,../data/dataset_new/data_complicated/img2_2548.png,937
0,1,../data/dataset_new/data_complicated/img1_1047.png,../data/dataset_new/data_complicated/img2_1047.png,938
1,1,../data/dataset_new/data_complicated/img1_1820.png,../data/dataset_new/data_complicated/img2_1820.png,939
1,1,../data/dataset_new/data_complicated/img1_781.png,../data/dataset_new/data_complicated/img2_781.png,940
1,1,../data/dataset_new/data_complicated/img1_537.png,../data/dataset_new/data_complicated/img2_537.png,941
1,1,../data/dataset_new/data_complicated/img1_444.png,../data/dataset_new/data_complicated/img2_444.png,942
0,1,../data/dataset_new/data_complicated/img1_2436.png,../data/dataset_new/data_complicated/img2_2436.png,943
1,1,../data/dataset_new/data_complicated/img1_264.png,../data/dataset_new/data_complicated/img2_264.png,944
0,0,../data/dataset_new/data_complicated/img1_2782.png,../data/dataset_new/data_complicated/img2_2782.png,945
0,1,../data/dataset_new/data_complicated/img1_1154.png,../data/dataset_new/data_complicated/img2_1154.png,946
1,1,../data/dataset_new/data_complicated/img1_158.png,../data/dataset_new/data_complicated/img2_158.png,947
0,1,../data/dataset_new/data_complicated/img1_908.png,../data/dataset_new/data_complicated/img2_908.png,948
1,1,../data/dataset_new/data_complicated/img1_2422.png,../data/dataset_new/data_complicated/img2_2422.png,949
0,0,../data/dataset_new/data_complicated/img1_585.png,../data/dataset_new/data_complicated/img2_585.png,950
1,1,../data/dataset_new/data_complicated/img1_331.png,../data/dataset_new/data_complicated/img2_331.png,951
1,1,../data/dataset_new/data_complicated/img1_2310.png,../data/dataset_new/data_complicated/img2_2310.png,952
1,1,../data/dataset_new/data_complicated/img1_177.png,../data/dataset_new/data_complicated/img2_177.png,953
0,1,../data/dataset_new/data_complicated/img1_1916.png,../data/dataset_new/data_complicated/img2_1916.png,954
1,1,../data/dataset_new/data_complicated/img1_313.png,../data/dataset_new/data_complicated/img2_313.png,955
1,1,../data/dataset_new/data_complicated/img1_1565.png,../data/dataset_new/data_complicated/img2_1565.png,956
1,1,../data/dataset_new/data_complicated/img1_2589.png,../data/dataset_new/data_complicated/img2_2589.png,957
0,1,../data/dataset_new/data_complicated/img1_991.png,../data/dataset_new/data_complicated/img2_991.png,958
1,1,../data/dataset_new/data_complicated/img1_1936.png,../data/dataset_new/data_complicated/img2_1936.png,959
0,1,../data/dataset_new/data_complicated/img1_2472.png,../data/dataset_new/data_complicated/img2_2472.png,960
0,0,../data/dataset_new/data_complicated/img1_1147.png,../data/dataset_new/data_complicated/img2_1147.png,961
0,0,../data/dataset_new/data_complicated/img1_2964.png,../data/dataset_new/data_complicated/img2_2964.png,962
0,1,../data/dataset_new/data_complicated/img1_1919.png,../data/dataset_new/data_complicated/img2_1919.png,963
0,1,../data/dataset_new/data_complicated/img1_1490.png,../data/dataset_new/data_complicated/img2_1490.png,964
1,1,../data/dataset_new/data_complicated/img1_862.png,../data/dataset_new/data_complicated/img2_862.png,965
1,1,../data/dataset_new/data_complicated/img1_2779.png,../data/dataset_new/data_complicated/img2_2779.png,966
1,1,../data/dataset_new/data_complicated/img1_2957.png,../data/dataset_new/data_complicated/img2_2957.png,967
0,1,../data/dataset_new/data_complicated/img1_290.png,../data/dataset_new/data_complicated/img2_290.png,968
0,1,../data/dataset_new/data_complicated/img1_1943.png,../data/dataset_new/data_complicated/img2_1943.png,969
1,1,../data/dataset_new/data_complicated/img1_1700.png,../data/dataset_new/data_complicated/img2_1700.png,970
1,1,../data/dataset_new/data_complicated/img1_668.png,../data/dataset_new/data_complicated/img2_668.png,971
1,1,../data/dataset_new/data_complicated/img1_2258.png,../data/dataset_new/data_complicated/img2_2258.png,972
0,1,../data/dataset_new/data_complicated/img1_493.png,../data/dataset_new/data_complicated/img2_493.png,973
0,1,../data/dataset_new/data_complicated/img1_2802.png,../data/dataset_new/data_complicated/img2_2802.png,974
0,1,../data/dataset_new/data_complicated/img1_1748.png,../data/dataset_new/data_complicated/img2_1748.png,975
0,1,../data/dataset_new/data_complicated/img1_1531.png,../data/dataset_new/data_complicated/img2_1531.png,976
0,0,../data/dataset_new/data_complicated/img1_1484.png,../data/dataset_new/data_complicated/img2_1484.png,977
1,1,../data/dataset_new/data_complicated/img1_2016.png,../data/dataset_new/data_complicated/img2_2016.png,978
1,1,../data/dataset_new/data_complicated/img1_1774.png,../data/dataset_new/data_complicated/img2_1774.png,979
0,0,../data/dataset_new/data_complicated/img1_399.png,../data/dataset_new/data_complicated/img2_399.png,980
1,1,../data/dataset_new/data_complicated/img1_2458.png,../data/dataset_new/data_complicated/img2_2458.png,981
0,1,../data/dataset_new/data_complicated/img1_2528.png,../data/dataset_new/data_complicated/img2_2528.png,982
0,1,../data/dataset_new/data_complicated/img1_2536.png,../data/dataset_new/data_complicated/img2_2536.png,983
0,1,../data/dataset_new/data_complicated/img1_323.png,../data/dataset_new/data_complicated/img2_323.png,984
1,1,../data/dataset_new/data_complicated/img1_1390.png,../data/dataset_new/data_complicated/img2_1390.png,985
1,1,../data/dataset_new/data_complicated/img1_2614.png,../data/dataset_new/data_complicated/img2_2614.png,986
0,0,../data/dataset_new/data_complicated/img1_2512.png,../data/dataset_new/data_complicated/img2_2512.png,987
1,1,../data/dataset_new/data_complicated/img1_1078.png,../data/dataset_new/data_complicated/img2_1078.png,988
1,1,../data/dataset_new/data_complicated/img1_1310.png,../data/dataset_new/data_complicated/img2_1310.png,989
0,0,../data/dataset_new/data_complicated/img1_398.png,../data/dataset_new/data_complicated/img2_398.png,990
1,1,../data/dataset_new/data_complicated/img1_1925.png,../data/dataset_new/data_complicated/img2_1925.png,991
0,0,../data/dataset_new/data_complicated/img1_1980.png,../data/dataset_new/data_complicated/img2_1980.png,992
0,1,../data/dataset_new/data_complicated/img1_1822.png,../data/dataset_new/data_complicated/img2_1822.png,993
0,1,../data/dataset_new/data_complicated/img1_2533.png,../data/dataset_new/data_complicated/img2_2533.png,994
1,1,../data/dataset_new/data_complicated/img1_1263.png,../data/dataset_new/data_complicated/img2_1263.png,995
0,0,../data/dataset_new/data_complicated/img1_2967.png,../data/dataset_new/data_complicated/img2_2967.png,996
1,1,../data/dataset_new/data_complicated/img1_1320.png,../data/dataset_new/data_complicated/img2_1320.png,997
1,1,../data/dataset_new/data_complicated/img1_2182.png,../data/dataset_new/data_complicated/img2_2182.png,998
1,1,../data/dataset_new/data_complicated/img1_1113.png,../data/dataset_new/data_complicated/img2_1113.png,999
0,1,../data/dataset_new/data_complicated/img1_1658.png,../data/dataset_new/data_complicated/img2_1658.png,1000
1,1,../data/dataset_new/data_complicated/img1_2125.png,../data/dataset_new/data_complicated/img2_2125.png,1001
0,0,../data/dataset_new/data_complicated/img1_2298.png,../data/dataset_new/data_complicated/img2_2298.png,1002
1,1,../data/dataset_new/data_complicated/img1_2595.png,../data/dataset_new/data_complicated/img2_2595.png,1003
1,1,../data/dataset_new/data_complicated/img1_2335.png,../data/dataset_new/data_complicated/img2_2335.png,1004
0,0,../data/dataset_new/data_complicated/img1_943.png,../data/dataset_new/data_complicated/img2_943.png,1005
1,1,../data/dataset_new/data_complicated/img1_393.png,../data/dataset_new/data_complicated/img2_393.png,1006
