user_id,article_id,rating,timestamp,days_since_last_rating,location,user_preference_Boring presentation,user_preference_Graphics,user_preference_Readability,user_preference_Consistency,user_preference_Images,user_preference_Bullets,user_preference_Text size,user_preference_Text heavy,user_preference_Tables,user_preference_Agenda,user_preference_Infographics,user_preference_Positioning,user_preference_Presentation length,user_preference_General tips,user_preference_Presentation skills,user_preference_Powerpoint knowledge,user_preference_tips and tricks,user_preference_Explanation of the problem,user_type_business,user_type_teacher,user_type_student,user_type_researcher,user_type_manager,user_type_technical,user_type_specialist,presentation_type_formal_x,presentation_type_creative_x,presentation_type_students_x,presentation_type_technical_x,presentation_type_branding_x,Boring presentation,Graphics,Readability,Consistency,Images,Bullets,Text size,Text heavy,Tables,Agenda,Infographics,Positioning,Presentation length,General tips,Presentation skills,Powerpoint knowledge,tips and tricks,Explanation of the problem,location_restrictions,Main issue,popularity,submission_date,days_since_first_submission,presentation_type_formal_y,presentation_type_creative_y,presentation_type_students_y,presentation_type_technical_y,presentation_type_branding_y,audience_type_academic,audience_type_business,audience_type_kids,audience_type_general,audience_type_creative,audience_type_specialized
29,13,2.0,2017-09-18 19:00:00+00:00,4309.7915,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,North America,Readability,4.55,2007-11-20 02:00:00+00:00,719.0833,0,0,0,0,0,0,0,0,0,0,0
30,13,2.0,2014-05-18 23:00:00+00:00,3090.9583,Florida,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,North America,Readability,4.55,2007-11-20 02:00:00+00:00,719.0833,0,0,0,0,0,0,0,0,0,0,0
1,14,4.0,2006-09-07 04:00:00+00:00,280.16666,Illinois,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
2,14,2.0,2017-11-23 05:00:00+00:00,4375.2085,Texas,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
3,14,3.0,2014-02-17 00:00:00+00:00,3000.0,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
4,14,3.0,2016-07-01 16:00:00+00:00,3865.6667,New York,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
5,14,2.0,2021-08-03 20:00:00+00:00,5724.8335,Florida,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
6,14,3.0,2017-03-20 20:00:00+00:00,4127.8335,California,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
7,14,2.0,2019-12-10 15:00:00+00:00,5122.625,Illinois,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
8,14,3.0,2009-12-15 10:00:00+00:00,1475.4166,California,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
9,14,2.0,2021-10-06 14:00:00+00:00,5788.5835,Texas,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
10,14,2.0,2023-05-09 15:00:00+00:00,6368.625,Illinois,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
11,14,3.0,2011-02-04 12:00:00+00:00,1891.5,Illinois,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
12,14,2.0,2018-10-03 16:00:00+00:00,4689.6665,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
13,14,2.5,2018-01-03 00:00:00+00:00,4416.0,Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
14,14,2.5,2006-05-27 02:00:00+00:00,177.08333,Florida,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
15,14,2.0,2008-04-16 04:00:00+00:00,867.1667,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
16,14,2.0,2015-01-30 17:00:00+00:00,3347.7083,Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
17,14,2.5,2007-12-05 10:00:00+00:00,734.4167,Illinois,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
18,14,2.0,2017-07-20 17:00:00+00:00,4249.7085,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
19,14,3.0,2008-01-28 03:00:00+00:00,788.125,New York,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
20,14,3.0,2013-01-31 16:00:00+00:00,2618.6667,Illinois,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
21,14,4.0,2018-07-18 13:00:00+00:00,4612.5415,Illinois,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
22,14,2.5,2019-04-04 10:00:00+00:00,4872.4165,Texas,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
23,14,5.0,2008-06-30 06:00:00+00:00,942.25,New York,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
24,14,3.0,2006-09-11 20:00:00+00:00,284.83334,Florida,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
25,14,3.0,2020-03-29 20:00:00+00:00,5232.8335,Texas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
26,14,2.0,2014-07-22 04:00:00+00:00,3155.1667,New York,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
27,14,2.0,2022-03-26 16:00:00+00:00,5959.6665,Illinois,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
28,14,5.0,2019-09-21 01:00:00+00:00,5042.0415,New York,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
29,14,2.0,2011-04-25 04:00:00+00:00,1971.1666,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
30,14,2.0,2017-12-04 08:00:00+00:00,4386.3335,Florida,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Asia,General,1.56,2013-07-30 04:00:00+00:00,2798.1667,0,0,0,0,0,0,0,0,0,0,0
1,15,3.0,2017-09-18 06:00:00+00:00,4309.25,Illinois,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
2,15,2.0,2022-10-06 02:00:00+00:00,6153.0835,Texas,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
3,15,2.0,2024-12-29 05:00:00+00:00,6968.2085,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
4,15,3.0,2022-03-03 09:00:00+00:00,5936.375,New York,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
5,15,2.0,2019-09-02 22:00:00+00:00,5023.9165,Florida,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
6,15,3.0,2019-06-11 20:00:00+00:00,4940.8335,California,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
7,15,2.0,2025-02-07 21:00:00+00:00,7008.875,Illinois,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
8,15,3.0,2016-02-01 02:00:00+00:00,3714.0833,California,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
9,15,2.0,2017-10-07 07:00:00+00:00,4328.2915,Texas,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
10,15,2.0,2009-04-09 21:00:00+00:00,1225.875,Illinois,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
11,15,3.0,2014-07-19 11:00:00+00:00,3152.4583,Illinois,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
12,15,2.0,2014-02-09 08:00:00+00:00,2992.3333,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
13,15,2.5,2022-07-04 02:00:00+00:00,6059.0835,Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
14,15,2.5,2018-12-02 15:00:00+00:00,4749.625,Florida,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
15,15,2.0,2017-01-28 09:00:00+00:00,4076.375,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
16,15,2.0,2021-09-07 06:00:00+00:00,5759.25,Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
17,15,2.5,2024-10-30 05:00:00+00:00,6908.2085,Illinois,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
18,15,2.0,2009-01-19 14:00:00+00:00,1145.5834,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
19,15,3.0,2011-05-12 17:00:00+00:00,1988.7084,New York,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
20,15,2.0,2012-10-12 23:00:00+00:00,2507.9583,Illinois,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
21,15,3.0,2020-09-02 10:00:00+00:00,5389.4165,Illinois,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
22,15,2.5,2010-08-25 23:00:00+00:00,1728.9584,Texas,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
23,15,5.0,2012-05-12 07:00:00+00:00,2354.2917,New York,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
24,15,2.0,2009-10-14 06:00:00+00:00,1413.25,Florida,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
25,15,2.0,2021-06-12 00:00:00+00:00,5672.0,Texas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
26,15,2.0,2013-08-30 20:00:00+00:00,2829.8333,New York,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
27,15,2.0,2019-05-24 07:00:00+00:00,4922.2915,Illinois,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
28,15,4.0,2020-08-08 13:00:00+00:00,5364.5415,New York,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
29,15,2.0,2023-05-02 23:00:00+00:00,6361.9585,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
30,15,2.0,2024-07-09 08:00:00+00:00,6795.3335,Florida,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,North America,General,2.54,2014-10-07 12:00:00+00:00,3232.5,0,0,0,0,0,0,0,0,0,0,0
1,16,3.0,2009-06-24 17:00:00+00:00,1301.7084,Illinois,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,Middle East,PowerPoint knowledge,1.15,2022-09-02 15:00:00+00:00,6119.625,0,0,0,0,0,0,0,0,0,0,0
2,16,2.0,2022-06-02 09:00:00+00:00,6027.375,Texas,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,Middle East,PowerPoint knowledge,1.15,2022-09-02 15:00:00+00:00,6119.625,0,0,0,0,0,0,0,0,0,0,0
3,16,2.0,2009-05-14 20:00:00+00:00,1260.8334,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,Middle East,PowerPoint knowledge,1.15,2022-09-02 15:00:00+00:00,6119.625,0,0,0,0,0,0,0,0,0,0,0
4,16,3.0,2007-03-22 12:00:00+00:00,476.5,New York,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,Middle East,PowerPoint knowledge,1.15,2022-09-02 15:00:00+00:00,6119.625,0,0,0,0,0,0,0,0,0,0,0
5,16,2.0,2013-09-29 07:00:00+00:00,2859.2917,Florida,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,Middle East,PowerPoint knowledge,1.15,2022-09-02 15:00:00+00:00,6119.625,0,0,0,0,0,0,0,0,0,0,0
6,16,3.0,2018-03-04 07:00:00+00:00,4476.2915,California,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,Middle East,PowerPoint knowledge,1.15,2022-09-02 15:00:00+00:00,6119.625,0,0,0,0,0,0,0,0,0,0,0
7,16,2.0,2010-07-27 17:00:00+00:00,1699.7084,Illinois,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,Middle East,PowerPoint knowledge,1.15,2022-09-02 15:00:00+00:00,6119.625,0,0,0,0,0,0,0,0,0,0,0
8,16,3.0,2015-08-18 15:00:00+00:00,3547.625,California,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,Middle East,PowerPoint knowledge,1.15,2022-09-02 15:00:00+00:00,6119.625,0,0,0,0,0,0,0,0,0,0,0
9,16,2.0,2006-05-21 11:00:00+00:00,171.45833,Texas,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,Middle East,PowerPoint knowledge,1.15,2022-09-02 15:00:00+00:00,6119.625,0,0,0,0,0,0,0,0,0,0,0
10,16,2.0,2007-01-29 04:00:00+00:00,424.16666,Illinois,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,Middle East,PowerPoint knowledge,1.15,2022-09-02 15:00:00+00:00,6119.625,0,0,0,0,0,0,0,0,0,0,0
